iata,icao,airline
,NEN,North-East Airlines
,VBG,North-West Air Transport Company - Vyborg
HW,NWL,North-Wright Airways
,NLL,Northafrican Air Transport
,NFL,Northaire Freight Lines
,NSF,Northamptonshire School of Flying
,NCE,Northcoast Executive Airlines
NE,NEE,Northeast Airlines
,NPX,Northeast Aviation
,NEW,Northeastern Aviation
NC*,NAC,Northern Air Cargo
,NDA,Northern Airways
,CMU,Northern Aviation Service
,NEX,Northern Executive Aviation
,NIC,Northern Illinois Commuter
,NTX,Northern Jet Management
7H,RVF,Northern Pacific Airways
,NTA,Northern Thunderbird Air
,KOE,Northland Aviation
,NSS,Northstar Aviation
,NHL,Northumbria Helicopters
,NWE,Northwest Aero Associates
NW,NWA,Northwest Airlines
FY,NWR,Northwest Regional Airlines
,NWT,Northwest Territorial Airways
J3,PLR,Northwestern Air
,NWN,Northwinds Northern
,NAM,Nortland Air Manitoba
D8*,IBK,Norwegian Air International
DY,NOZ,Norwegian Air Shuttle
DN,NAA,Norwegian Air Argentina
DU,NLH,Norwegian Long Haul
D8,NSZ,Norwegian Air Sweden
,TFN,Norwegian Aviation College
,XNT,Notams International
BJ,LBT,Nouvel Air Tunisie
O9,NOV,Nova Airways
,PTR,Nova Scotia Department of Lands and Forests
1I,NVR,Novair
VQ,NVQ,Novo Air
,NVG,Novgorod Air Enterprise
,NSP,Novosibirsk Aircraft Repairing Plant
,NBE,Novosibirsk Aviaenterprise
,NPO,Novosibirsk Aviation Production Association
,NOY,Noy Aviation
,NHR,Nuevo Horizonte Internacional
,NUN,Nunasi-Central Airlines
,NYS,Nyasa Express
1I,NJE,NetJets Europe
,ORN,Orange Air
IP,ONS,One Airlines
,FET,Old Dominion Freight Lines
UQ,OCM,O'Connor Airlines
,DRL,Omni Air Transport
,OWE,Owenair
O8,OHK,Oasis Hong Kong Airlines
,BCN,Ocean Air
VC,VCX,Ocean Airlines
,OCS,Ocean Sky UK
,TUK,Ocean Wings Commuter Service
,ODS,Odessa Airlines
,FOC,Office Federal De'Aviation Civile
,GBO,Ogooue Air Cargo
,OKJ,Okada Airlines
,OKP,Okapi Airways
,OKA,Okay Airways
,OKL,Oklahoma Department of Public Safety
,OLX,Olimex Aerotaxi
,KVK,Olimp Air
OL,OLT,OLT Express Germany
OA,OAL,Olympic Air
,OLY,Olympic Aviation
WY,OMA,Oman Air
,ORF,Oman Royal Flight
OV,OMS,SalamAir
,OAV,Omni - Aviacao e Tecnologia
OY,OAE,Omni Air International
,ONI,OMNI AVIATION TRAINING CENTER
,OMF,Omniflys
,ORL,On Air Limited
,OTG,One Two Go Airlines
,OTM,Onetime Airlines Zambia
,MED,Ontario Ministry of Health
8Q,OHY,Onur Air
,OPA,Opal Air
,OSA,Open Sky Aviation
,BOS,OpenSkies
,ORR,Operadora Turistica Aurora
,OLE,Operadora de Lineas Ejecutivas
,OTP,Operadora de Transportes Aéreos
,OPV,Operadora de Veulos Ejectutivos
,LLO,Operation Enduring Freedom
,OAX,Operational Aviation Services
,ORD,Orange Air Services
,ORJ,Orange Air Sierra Leone
,ORE,Orange Aviation
,ORX,Orbit Express Airlines
,ORK,Orca Air
,BUE,Orebro Aviation
,ORM,Orel State Air Enterprise
R2,ORB,Orenburg Airlines
,OML,Organizacoes Mambra
,OVV,Orient Air
,OTR,Orient Airlines
OX,OEA,Orient Thai Airlines
,NGK,Oriental Air Bridge
,OAC,Oriental Airlines
QO,OGN,Origin Pacific Airways
,OED,Orion Air Charter
,OIX,Orion-x
,KOV,Orlan-2000
,RNG,Orange Aircraft Leasing
,OAD,Orscom Tourist Installations Company
,JPA,OSACOM
,OSH,Osh Avia
,OCO,Ostend Air College
,ODY,Odyssey International
,FNL,Oulun Tilauslento
ON,RON,Our Airline
,OOT,Out Of The Blue Air Safaris
OJ,OLA,Overland Airways
,OAR,ONE AIR
,OXE,Oxaero
,WDK,Oxford Air Services
,OAA,Oxley Aviation
OZ,OZR,Ozark Air Lines
O7,OZJ,OzJet
,OSU,Ohio State University
,ORT,Ortac
PB,PVL,PAL Airlines
,PIP,Pilot Flight Academy
,HRS,Pursuit Aviation
,PXT,Pacific Coast Jet
,BPH,Phoenix Helicopter Academy
,PFY,Pel-Air Aviation
,PXR,Pixair Survey
,PNC,Prince Aviation
,PMI,Primero Transportes Aereos
,KTL,P & P Floss Pick Manufacturers
,PCR,PAC Air
PV,PNR,PAN Air
9Q,PBA,PB Air
,PDQ,PDQ Air Charter
,XAS,PHH Aviation System
,PDG,PLM Dollar Group
PU,PUA,PLUNA
U4,PMT,PMTair
,PRP,PRT Aviation
OH,JIA,PSA Airlines
,KST,PTL Luftfahrtunternehmen
,WIS,Paccair
Y5,PCE,Pace Airlines
,PAB,Pacific Air Boats
,PRC,Pacific Air Charter
,PAQ,Pacific Air Express
,PXP,Pacific Air Transport
BL,PIC,Pacific Airlines
,PAK,Pacific Alaska Airlines
,PCV,Pacific Aviation (Australia)
,PCX,Pacific Aviation (United States)
DJ,PBN,Pacific Blue
,PQA,Pacific Coast Airlines
8P,PCO,Pacific Coastal Airlines
Q8,PEC,Pacific East Asia Cargo Airlines
,PFA,Pacific Flight Services
,PIN,Pacific International Airlines
,PSA,Pacific Island Aviation
,PCJ,Pacific Jet
,PPM,Pacific Pearl Airways
,PAR,Pacific Rim Airways
LW,NMI,Pacific Wings
,PFR,Pacificair Airlines
,RCY,Package Express
,PAE,Paisajes Españoles
,PKW,Pak West Airlines
PK,PIA,Pakistan International Airlines
,PKR,Pakker Avio
,PPC,Palau Asia Pacific Airlines
,PNA,Palau National Airlines
GP,PTP,Palau Trans Pacific Airlines
PF,PNW,Palestinian Airlines
,JSP,Palmer Aviation
NR,PIR,Pamir Airways
,PFN,Pan African Air Services
,ODM,Pan African Airways
,PAX,Pan Air
,XPA,Pan Am Weather Systems
7N,PWD,PAWA Dominicana
PA,PAA,Pan American Airways
,PEA,Pan Europeenne Air Service
,PHT,Pan Havacilik Ve Ticaret
,PMA,Pan Malaysian Air Transport
,PNF,Panafrican Airways
,PGI,Panagra Airways
,RSL,Panama Aircraft Rental and Sales
,PEI,Panamedia
,PVI,Panavia
,PNH,Panh
,PHU,Pannon Air Service
,PNM,Panorama
,PAH,Panorama Air Tour
,AFD,Panorama Flight Service
P8,PTN,Pantanal Linhas Aéreas
,HMP,Papair Terminal
,PAI,Paradise Airways
,PDI,Paradise Island Airways
,PGX,Paragon Air Express
,PGF,Paragon Global Flight Support
,PRR,Paramount Airlines
I7,PMW,Paramount Airways
,APE,Parcel Express
,IRE,Pariz Air
,PRA,Pars Aviation Service
,PST,Parsa
P6,PSC,Pascan Aviation
P3,PTB,Passaredo Transportes Aéreos
,PTC,Patria Cargas Aéreas
,BYT,Patriot Aviation Limited
,ETL,Patterson Aviation Company
,PHE,Pawan Hans
,IRP,Payam Air
,KGC,Peach Air
,PRL,Pearl Air
,PBY,Pearl Air Services
HP,HPA,Pearl Airways
,PVU,Peau Vavaʻu
,PXA,Pecotox Air
PC,PGT,Pegasus Airlines
,HAK,Pegasus Helicopters
,PDF,Pelican Air Services
,PEX,Pelican Express
,PAS,Pelita Air Service
,PEM,Pem-Air
,PDY,Pen-Avia
KS,PEN,Peninsula Airways
,PNE,Peninter Aérea
,PCA,Penya De L'Aire
,CVT,Peran
,PCC,Perforadora Central
,PAG,Perimeter Aviation
P9,PGP,Perm Airlines
,PPQ,Personas Y Pasquetes Por Air
P9,PVN,Peruvian Airlines
,FPR,Peruvian Air Force
,INP,Peruvian Navy
,PEO,Petro Air
,PMX,Petroleos Mexicanos
,PHM,Petroleum Helicopters
,PHC,Petroleum Helicopters de Colombia
,PTK,Petropavlovsk-Kamchatsk Air Enterprise
,PTY,Petty Transport
,PHV,Phenix Aviation
,PMY,Phetchabun Airline
Z2,EZD,Philippines AirAsia
PR,PAL,Philippine Airlines
,PHI,Philips Aviation Services
,BCH,Phillips Air
,PDD,Phillips Alaska
,PHL,Phillips Michigan City Flying Service
,PHB,Phoebus Apollo Aviation
,KZM,Phoebus Apolloa Zambia
,PHA,Phoenix Air Group
,PHN,Phoenix Air Lines
,PAM,Phoenix Air
,PPG,Phoenix Air Transport
,WDY,Phoenix Airline Services
,PHY,Phoenix Avia
,PHG,Phoenix Aviation
,XPX,Phoenix Flight Operations
9R,VAP,Phuket Air
PT,PDT,Piedmont Airlines
,PCH,Pilatus Flugzeugwerke
,PLU,Pilatus PC-12 Center De Mexico
,MKS,Pimichikamac Air
,PNP,Pineapple Air
,PIM,Pinframat
,PCL,Pinnacle Air Group
9E,FLG,Pinnacle Airlines
,PIO,Pioneer Airlines
,PER,Pioneers Limited
,PRN,Pirinair Express
,PLN,Planar
,PMS,Planemaster Services
,PLZ,Planet Airways
,PYZ,Players Air
,PSF,Plymouth School of Flying
DP,PBD,Pobeda
,POC,Pocono Air Lines
,PDA,Podilia-Avia
,PAZ,Point Afrique Niger
,RMI,Point Airlines
,PAW,Pointair Burkina
,PTS,Points of Call Airlines
PO,PAC,Polar Air Cargo
,PMO,Polar Airlines de Mexico
,PSR,Polestar Aviation
,POT,Polet Flight
,POF,Police Aux Frontières
,PLC,Police Aviation Services
,PLF,Polish Air Force
,PNY,Polish Navy
,NRW,Polizeifliegerstaffel Nordrhein-Westfalen
,PPH,Polizeihubschrauberstaffel Niedersachsen
,PIK,Polizeihubschrauberstaffel Sachsen-Anhalt
,SRP,Polizeihubschauberstaffel Rheinland-Pfalz
,PBW,Polizeihubschrauberstaffel Baden-Württemberg
,EDL,Polizeihubschrauberstaffel Bayern
,PBB,Polizeihubschrauberstaffel Brandenburg
,PHH,Polizeihubschrauberstaffel Hessen
,PMV,Polizeihubschrauberstaffel Mecklenburg-Vorpommern
,PHS,Polizeihubschrauberstaffel Sachsen
,HBT,Polizeihubschrauberstaffel Thüringen
,CUK,Polo Aviation
,PLA,Polynesian Air-Ways
PH,PAO,Polynesian Airlines
DJ,PLB,Polynesian Blue
,PND,Pond Air Express
,PSI,Pont International Airline Services
,PLX,Pool Aviation
,PTQ,Port Townsend Airways
,POR,Porteadora De Cosola
NI,PGA,Portugalia
,AFP,Portuguese Air Force
,POA,Portuguese Army
,PON,Portuguese Navy
BK,PDC,Potomac Air
,PSN,Potosina Del Aire
,PWL,Powell Air
,PFS,Prairie Flying Service
,PWC,Pratt and Whitney Canada
PW,PRF,Precision Air
,PRE,Precision Airlines
,BAT,Premiair
,PGL,Premiair Aviation Services
,PME,Premiair Flying Club
,EMI,Premium Air Shuttle
,PMU,Premium Aviation
,BFA,Presidence Du Faso
,ONM,Presidencia de La Republica de Guinea Ecuatorial
TO,PSD,President Airlines
MO,AUH,Presidential Flight
,PRD,Presidential Aviation
,PWA,Priester Aviation
,PMM,Paradigm Air Operators
FE,WCP,Primaris Airlines
,PMC,Primas Courier
,CRY,Primavia Limited
,PRM,Prime Airlines
,PKZ,Prime Aviation
,CME,Prince Edward Air
,PJP,Princely Jets
,PCN,Princeton Aviation Corporation
,PRY,Priority Air Charter
,PAT,Priority Air Transport
,BCK,Priority Aviation Company
,PTI,Privatair
,PJE,Private Jet Expeditions
,PJA,Private Jet Management
8W,PWF,Private Wings Flugcharter
P6,PVG,Privilege Style Líneas Aéreas
,PRH,Pro Air
,PSZ,Pro Air Service
,GIY,Probiz Guinee
,PAD,Professional Express Courier Service
P0,PFZ,Proflight Zambia
,PTT,Promotora Industria Totolapa
,PRO,Propair
,PPA,Propheter Aviation
,PTH,Proteus Helicopteres
,PTL,Providence Airline
,AWD,Providence Aviation Services
PB,SPR,Provincial Airlines
,PRV,Provincial Express
,PSW,Pskovavia
,UDA,Psudiklat Perhubungan Udara/PLP
,PTA,Ptarmigan Airways
,PSP,Publiservicios Aéreos
,PUV,Publivoo
,PNG,Puerto Rico National Guard
,TXV,Puerto Vallarta Taxi Aéreo
,PGH,Pulkovo Aircraft Services
,PLY,Puma Linhas Aéreas
,PTV,Puntavia Air Services
,MGO,Punto Fa
,PYR,Pyramid Air Lines
FV,PLK,Pulkovo Aviation Enterprise
,PRW,Primera Air Nordic
,FQA,Quikjet Airlines
,QQE,Qatar Executive
,QNT,Qanot Sharq
QF,QFA,Qantas
QF,QLK,QantasLink
QF,QJE,QantasLink
,QAC,Qatar Air Cargo
QR,QTR,Qatar Airways
,QAF,Qatar Amiri Flight
QB,QSM,Qeshm Air
QW,QDA,Qingdao Airlines
,QTX,Quantex Environmental
,QUE,Quebec Government Air Service
,QNA,Queen Air
,LBQ,Quest Diagnostics
,QAJ,Quick Air Jet Charter
,QAH,Quick Airways Holland
,QAS,Quisqueya Airlines
,QAQ,Qurinea Air Service
,QCC,Qwest Commuter Corporation
,QWA,Qwestair
,QWL,Qwila Air
,RBB,Rabbit-Air
,GBR,Rader Aviation
,BKH,RAF Barkston Heath
,CFN,RAF Church Fenton
,COH,RAF Coltishall
,CBY,RAF Coningsby
,COT,RAF Cottesmore
,CWL,RAF Cranwell
,KIN,RAF Kinloss
,LEE,RAF Leeming
,LCS,RAF Leuchars
,LOP,RAF Linton-on-Ouse
,LOS,RAF Lossiemouth
,MRH,RAF Marham
,NWO,RAF Northwood
,SMZ,RAF Scampton
,STN,RAF St Athan
,SMG,RAF St Mawgan Search and Rescue
,TOF,RAF Topcliffe Flying Training Unit
,VYT,RAF Valley Flying Training Unit
,VLL,RAF Valley SAR Training Unit
,WAD,RAF Waddington
,WIT,RAF Wittering
,MTL,RAF-Avia
,WES,Rainbow International Airlines
,RJT,RA Jet Aeroservicios
,RAJ,Raji Airlines
,RKM,RAK Airways
,RFA,Raleigh Flying Service
,REX,Ram Air Freight
,RMT,Ram Aircraft Corporation
,PPK,Ramp 66
,RGM,Rangemile Limited
,MWR,Raslan Air Service
,RAQ,Rath Aviation
,CSM,Ratkhan Air
,RVR,Raven Air
,RVN,Raven Air
,REI,Ray Aviation
,RYT,Raya Jet
,RTN,Raytheon Aircraft Company
,RCJ,Raytheon Corporate Jets
,KSS,Raytheon Travel Air
,RCB,Real Aero Club De Baleares
,CDT,Real Aero Club de Reus-Costa Dorado
,RCD,Real Aeroclub De Tenerife
,VCB,Real Aero Club de Vizcaya
,RLV,Real Aviation
REB,Rebus,REBUS
,RIX,Rectrix Aviation
,PSH,Red Aviation
,RBN,Red Baron Aviation
,DEV,Red Devils Parachute Display Team
,RDV,Red Sea Aviation
,RSV,Red Sky Ventures
,STR,Red Star
8L,RHC,Redhill Aviation
,VRD,Virgin America
,RAV,Reed Aviation
,REF,Reef Air
V4,REK,Reem Air
,RVV,Reeve Aleutian Airways
,RBH,Regal Bahamas International Airways
,RGY,Regency Airlines
,RAH,Regent Air
RX,RGE,Regent Airways
,RAG,Regio Air
YS,RAE,Régional
,TSH,"R1 Airlines, previously Regional 1"
,RIL,Regional Air
,REW,Regional Air Express
,REG,Regional Air Services
FN,RGL,Regional Air Lines
ZL,RXA,Regional Express
,JJM,Regional Geodata Air
P7,REP,Regional Paraguaya
3C,CEA,RegionsAir
,REL,Reliance Aviation
,RLI,Reliant Air
,RTS,Relief Transport Services
,RAN,Renan
QQ,ROA,Reno Air
,RGS,Renown Aviation
YX,RPA,Republic Airways
RH,RPH,Republic Express Airlines
,RBC,Republicair
,RST,Resort Air
,RUT,Reut Airways
,RGV,RG Aviation
,RDS,Rhoades Aviation
,RIU,Riau Airlines
,RIA,Rich International Airways
,RVC,Richards Aviation
,RIC,Richardson's Airway
,RCA,Richland Aviation
,WHH,Richy Skylark
,HPR,Rick Lucas Helicopters
C7,RLE,Rico Linhas Aéreas
,RID,Ridder Avia
,RAK,Riga Airclub
,RAZ,Rijnmond Air Services
,POL,Rikspolisstyrelsen
,RIM,Rimrock Airlines
,SKA,Rio Air Express
,REO,Rio Airways
E2,GRN,Rio Grande Air
RL,RIO,Rio Linhas Aéreas
,RVM,River Ministries Air Charter
,RGP,River State Government of Nigeria
,UNR,Rivne Universal Avia
RX,RXI,Riyadh Air
,RDL,Roadair Lines
,RBT,Robinton Aero
V2,RBY,Vision Airlines
,ROX,Roblex Aviation
,RKW,Rockwell Collins Avionics
,ROC,Rocky Mountain Airlines
,RMA,Rocky Mountain Airways
,LIF,Rocky Mountain Holdings
,RDZ,Rodze Air
,FAD,Rog-Air
,RRZ,Rollright Aviation
,RRL,Rolls-Royce Limited
,BTU,Rolls-Royce plc
,ROF,Romanian Air Force
,RMV,Romavia
,RNS,Ronso
,ROR,Roraima Airways
,KRS,Rosen Aviation
,RNB,Rosneft-Baltika
,NRG,Ross Aviation
,RFS,Rossair
,RSS,Rossair
,ROS,Rossair Europe
FV,SDM,Rossiya
,RAL,Roswell Airlines
GZ,RAR,Air Rarotonga
,RTR,Rotatur
,RKT,Rotormotion
,JCR,Rotterdam Jet Center
,ROV,Rover Airways International
,VOS,Rovos Air
,RCG,Royal Air Cargo
RR,RFR,Royal Air Force
RS,MJN,Royal Air Force of Oman
,ACW,Royal Air Force
,RRR,Royal Air Force
,RRF,Royal Air Force
,SHF,Royal Air Force
,RAX,Royal Air Freight
AT,RAM,Royal Air Maroc
RW,RYL,Royal Air Philippines
R0,RPK,Royal Airlines
,RLM,Royal American Airways
,ASY,Royal Australian Air Force
,RXP,Royal Aviation Express
,RYB,Royal Bahrain Airlines
BI,RBA,Royal Brunei Airlines
,KDR,Royal Daisy Airlines
,RGA,Royal Ghanaian Airlines
,ROJ,Royal Jet
RJ,RJA,Royal Jordanian
,RJZ,Royal Jordanian Air Force
RK,RCT,Skyview Airways
RK,RKH,Royal Khmer Airlines
,RMF,Royal Malaysian Air Force
,NVY,Royal Navy
,NRN,Royal Netherland Navy
,NAF,Royal Netherlands Air Force
,KIW,Royal New Zealand Air Force
,NOW,Royal Norwegian Air Force
,ROP,Royal Oman Police
RL,PPW,Royal Phnom Penh Airways
,RRA,Royal Rwanda Airlines
,RSF,Royal Saudi Air Force
RR,RYS,Buzz (Ryanair)
,RSN,Royal Swazi National Airways
WR,HRH,Royal Tongan Airlines
,RWE,Royal West Airlines
,RSB,Rubystar
,RLH,Ruili Airlines
,RMG,Rumugu Air & Space Nigeria
,RUR,Rusaero
,KLE,Rusaero
,CGI,Rusair JSAC
,RUH,Rusich-T
,RLU,Rusline
,MIG,Russian Aircraft Corporation-MiG
,RFF,Russian Federation Air Force
P7,ESL,Russian Sky Airlines
,RUZ,Rusuertol
5R,RUC,Rutaca
,RND,Rutland Aviation
,RUA,Rwanda Airlines
,RWA,Rwanda Airways
WB,RWD,Rwandair Express
,RWL,RWL Luftfahrtgesellschaft
7S,RYA,Ryan Air Services
RD,RYN,Ryan International Airlines
FR,RYR,Ryanair
RK,RUK,Ryanair UK
,RYZ,Ryazan State Air Enterprise
,RAA,Rynes Aviation
,REV,RVL Group
RT,BUG,UVT Aero
,OMN,Servicios Aereos Ominia
,SEN,Servicios de Aviacion Sierra
,SGC,SGC Aviation
,SIX,Sixt Rent A Car
,QSR,SR Jet
,KBN,Spiracha Aviation
,CBN,"Southern Illinois University as ""Aviation Flight"""
,IBG,Springfield Air
,BZQ,Seneca Polytechnic
,BVV,Spark+
,SJM,Sino Jet Management
,SCH,Seychelles Airlines
,SXT,Servicios de Taxi Aereos
TR,TGW,Scoot
IJ,SJO,Spring Airlines Japan
,SBD,SIBIA Aircompany Ltd
,MYX,SmartLynx Airlines Estonia
QS,TVS,Smartwings
7O,TVL,Smartwings Hungary
3Z,TVP,Smartwings Poland
6D,TVQ,Smartwings Slovakia
,DES,Servicios Aereos Especializados Destina
,LSV,Slovenian Ministry of Defence
,FUF,Servicios Aereos Fun Fly
E3,VGO,Sabaidee Airways
,SAQ,Safe Air Company
,SMU,Sanborn Map Company
,RBR,Siam Airnet
,SVB,Siavia
,MHQ,Skargardshavets Helikoptertjanst
,SYH,Sky Handling
GG,KYE,Sky Lease Cargo
,KPM,Sky Prim Air
BQ,SWU,Sky Alps
SH,SHA,Sharp Airlines
7E,AWU,Sylt Air GmbH
,BDS,South Asian Airlines
OL,SZB,Samoa Air
,BEC,State Air Company Berkut
S4,RZO,SATA International
SA,SAA,South African Airways
,KYD,Sky Messaging
,SAB,Sky Way Air
KV,SKV,Sky Regional Airlines
,SAC,SASCO Airlines
,SAG,SOS Flygambulans
W7,SAH,Sayakhat Airlines
NL,SAI,Shaheen Air
MM,SAM,SAM Colombia
,SAN,Servicios Aéreos Nacionales (SAN)
,SAO,Sahel Aviation Service
,ANX,Secretaria de Marina
SK,SAS,Scandinavian Airlines
,SAV,Samal Air
,SAW,Cham Wing Airlines
SA,SAX,Sabah Air
,SAY,Suckling Airways
,SAZ,Swiss Air-Ambulance
,SBA,SOL Linhas Aéreas
PI,SGU,Sol del Paraguay
,SBB,Steinman Aviation
UG,TUX,Tunisair Express
,SBF,Seven Bar Flying Service
,SBG,Sabre Incorporated
S7,SBI,S7 Airlines
,SBL,Sobel Airlines of Ghana
Q7,SBM,SkyBahamas
4E,SBO,Stabo Air
,SBQ,SmithKline Beecham Clinical Labs
,SBR,Saber Aviation
BB,SBS,Seaborne Airlines
PV,SBU,St Barth Commuter
,URJ,Star Air
S5,SDG,Star Air (India)
JX,SJX,Starlux Airlines
,SBZ,Scibe Airlift
,AME,Spanish Air Force
,SCA,South Central Air
,SCC,SeaCoast Airlines
K5,SQH,SeaPort Airlines
YR,SCE,Grand Canyon Scenic Airlines
,SCF,Socofer
,SCI,Servicios Aéreos San Cristóbal
,SCK,Sky Cam
W3,SCL,Switfair Cargo
,SCB,Saigon Capital Aircraft Management
,SCN,South American Airlines
,AHI,Servicios Aéreos de Chihuahua Aerochisa
,SCP,Scorpio Aviation
,SCQ,OSM Aviation Academy
,SIC,SFS Aviation
,SCR,Silver Cloud Air
,SCS,South African Non Scheduled Airways
,SCT,SAAB-Aircraft
,SCV,Servicios Aéreos Del Centro
SY,SCX,Sun Country Airlines
,SDA,St. Andrews Airways
,SDB,Sukhoi Design Bureau Company
,SDC,Sunrise Airlines
,SDD,Skymaster Air Taxi
,SDE,Air Partners Corp.
,SDF,Sundorph Aeronautical Corporation
,SDH,Servicio De Helicopteros
,SDK,SADELCA Ltda.
,SDL,Skydrift
,SDN,Spirit of Africa Airlines
,SDU,Sud Airlines
,SDV,Servicios Aéreos Del Vaupes
,SDX,Servicio Tecnico Aero De Mexico
,SDZ,Sudan Pezetel for Aviation
,SEA,Southeast Air
,SED,Sedona Air Center
,SEE,Shaheen Air Cargo
,SEH,Sky Express
SG,SEJ,Spicejet
,SEL,Sentel Corporation
,SEO,Selcon Airlines
I6,SEQ,Sky Eyes
,SES,Servicio Aéreo Saltillo
EH,SET,SAETA Air Ecuador
,SEV,Serair Transworld Press
,SFA,SEFA
,SFC,Shuswap Flight Centre
,SFE,Sefofane Air Charters
,SFF,Safewings Aviation Company
,SFG,Sun Freight Logistics
7G,SFJ,StarFlyer
,SFL,Southflight Aviation
,SFN,Safiran Airlines
,SFP,Safe Air
FA,SFR,Safair
,SFS,Southern Frontier Airlines
,SFT,Skyfreight
,SFU,Solent Flight
,SFX,S.K. Logistics
,SGB,"Songbird Airways, Inc."
,SGD,Skygate International Aviation
,SGF,STAC Swiss Government Flights
,SGH,Servisair
,SGI,Servicios Aéreos Agrícolas
,SGK,Skyward Aviation
,SGM,Sky Aircraft Service
,SGN,Siam GA
,SGP,Sagolair Transportes Ejecutivos
,SGS,Saskatchewan Government Executive Air Service
,SGT,Skygate
,SGX,Saga Airlines
N5,SGY,Skagway Air Service
,SHB,Shabair
,SHC,Sky Harbor Air Service
,SHD,Sahara Airlines
,SHE,Shell Aircraft
,SHG,Shoprite Group
,SHJ,Sharjah Ruler's Flight
,SHK,Shorouk Air
,SHL,Samson Aviation
,SHM,Sheltam Aviation
,SHN,Shaheen Airport Services
,SHO,Sheremetyevo-Cargo
,SHP,Service Aerien Francais
,SHQ,Shanghai Airlines Cargo
,SHR,Shooter Air Courier
,SHS,Shura Air Transport Services
HZ,SHU,Sakhalinskie Aviatrassy (SAT)
SP,SAT,SATA Air Acores
,SHV,Shavano Air
,SHW,Shawnee Airline
,SHX,Slim Aviation Services
ZY,SHY,Sky Airlines
SQ,SIA,Singapore Airlines
5M,SIB,Sibaviatrans
,SIE,Sierra Express
SI,SIH,Skynet Airlines
,SIJ,Seco International
3M,SIL,Silver Airways
,SIM,Star Air
,SIO,Sirio (airline)
,SIR,Salair
,SIS,Saber Airlines
XS,SIT,SITA
,SIV,Slovenian Armed Forces
,SIW,Sirio Executive
,SJA,Servicios Aéreos Especiales De Jalisco
,SJC,Servicios Ejecutivos Continental
,SJE,Sunair 2001
,SJJ,Spirit Aviation
,SJL,Servicios Especiales Del Pacifico Jalisco
,SJT,Swiss Jet
SJ,SJY,Sriwijaya Air
ZS,SMY,Sama Airlines
,ALC,"Southern Jersey Airways, Inc."
,SPS,Spark Shuttle
,SPT,Speed Aviation
,SPU,Southeast Airmotive
,SPV,Servicios Privados De Aviación
,SPW,Speedwings
,SPX,Spark Express (Glow)
,SQA,Slovak National Aeroclub
SQ,SQC,Singapore Airlines Cargo
,SQF,Slovak Air Force
,SQL,Servicos De Alquiler
,SRA,Sair Aviation
,SRC,Searca
FT,SRH,Siem Reap Airways
SX,SRK,Sky Work Airlines
SM,SRL,Swedline Express
,SRN,Sirair
,SRO,Servicios Aéreos Ejecutivos Saereo
,SRQ,Cebgo
,SRS,Selkirk Remote Sensing
,SRU,Star Up
,SRW,Sarit Airlines
,SRX,Sierra Expressway Airlines
,SRZ,Strato Air Services
,SSB,Sasair
,SSC,Southern Seaplane
,SSD,Star Service International
,SSE,Servicios Aéreos Sunset
D2,SSF,Severstal Air Company
,SSG,Slovak Government Flying Service
VD,BBB,SwedJet Airways
,SSK,Skystar International
,SSO,Special Scope Limited
,SSP,Starspeed
QF,SSQ,Sunstate Airlines
,SSR,Sardinian Sky Service
,SSS,SAESA
,SST,Sunwest Airlines
,SSU,SASCA
5G,SSV,Skyservice Airlines
,SSW,Streamline Aviation
,SSY,Sky Aviation
,SSZ,Specsavers Aviation
,STA,Star Aviation
,STB,Status-Alpha Airline
,STC,Stadium City Limited
,STD,Servicios De Aerotransportacion De Aguascalientes
,STE,Semitool Europe
,STF,SFT-Sudanese Flight
,STG,"Sedalia, Marshall, Boonville Stage Line"
,STH,South-Airlines
,STI,Sontair
,STJ,Sella Aviation
,STL,Stapleford Flight Centre
,STO,Streamline Ops
,STQ,Star Air
FS,STU,Servicios de Transportes Aéreos Fueguinos
,SUU,Star West Aviation
,STV,Saturn Aviation
,STW,South West Air Corporation
,STX,Stars Away Aviation
,STY,Styrian Airways
,SUA,Silesia Air
,SUB,Suburban Air Freight
SD,SUD,Sudan Airways
PI,SUF,Sun Air (Fiji)
LW,FDY,Sun Air International
,SUG,Sunu Air
,SUH,Sun Light
,SUI,Swiss Air Force
,SUK,Superior Aviation Services
,SUM,State Unitary Air Enterprise
,SUR,Sun Air
EZ,SUS,Sun-Air of Scandinavia
,SUT,Summit Air
,URF,Surf Air
,SUV,Sundance Air
SV,SVA,Saudia
,SVD,St. Vincent Grenadines Air (1990)
,SVF,Swedish Armed Forces
,AWJ,Sahel Airlines
,SVH,Sterling Helicopters
,SVI,Servicios De Transporte Aéreo
,SVJ,Silver Air
,SVL,Sevastopol-Avia
,SVN,Savanair (Angola)
,SVO,Servicios Aeronáuticos de Oriente
,SVS,Servicios Aéreos Saar
,SVT,Seven Four Eight Air Services
,SVX,Security Aviation
WN,SWA,Southwest Airlines
,SWB,Swissboogie Parapro
,SWC,South West Air
A4,SWD,Southern Winds Airlines
,SWE,Swedeways
WG,SWG,Sunwing Airlines
,SWI,Sunworld Airlines
,SWJ,StatesWest Airlines
,SWO,Surinam International Victory Airline
,SWP,Star Work Sky
WQ,SWQ,Swift Air (Interstate Equipment Leasing)
LX,SWR,Swiss International Air Lines
SR,SDR,Sundair
,SWS,Sunwest Aviation (Lindquist Investment)
